time,place,latitude,longitude,mag,country,sub_continent,continent
1999-10-03T02:10:14.070Z,Central East Pacific Rise,-13.357,-111.314,5.7,Chile,Southern America,South America
1999-10-02T21:08:41.110Z,"111 km ENE of Miyako, Japan",40.186,143.04,5.7,Japan,Eastern Asia,Asia
1999-10-01T22:24:00.680Z,"74 km N of Luwuk, Indonesia",-0.279,122.702,5.8,Indonesia,South-eastern Asia,Asia
1999-09-30T16:31:15.690Z,"15 km W of San Baltazar Loxicha, Mexico",16.059,-96.931,7.5,Mexico,Central America,North America
1999-09-29T18:01:31.830Z,"77 km W of Ovalle, Chile",-30.738,-71.993,6,Chile,Southern America,South America
1999-09-28T05:00:42.960Z,"Komandorskiye Ostrova, Russia region",54.59,168.263,6.1,Russia,Eastern Europe,Europe
1999-09-27T14:42:49.130Z,"104 km N of Tobelo, Indonesia",2.667,127.914,5.7,Indonesia,South-eastern Asia,Asia
1999-09-25T23:52:48.660Z,"31 km SE of Puli, Taiwan",23.738,121.158,6.5,Taiwan,Eastern Asia,Asia
1999-09-22T00:49:42.770Z,"39 km SSE of Puli, Taiwan",23.642,121.136,5.8,Taiwan,Eastern Asia,Asia
1999-09-22T00:14:39.150Z,"33 km SE of Puli, Taiwan",23.729,121.167,6.4,Taiwan,Eastern Asia,Asia
1999-09-21T22:24:44.080Z,Pacific-Antarctic Ridge,-63.68,-167.163,5.6,New Zealand,Australia and New Zealand,Oceania
1999-09-20T21:46:42.870Z,"44 km SSE of Lugu, Taiwan",23.39,120.964,6.4,Taiwan,Eastern Asia,Asia
1999-09-20T18:16:18.510Z,"36 km SE of Puli, Taiwan",23.756,121.246,6.2,Taiwan,Eastern Asia,Asia
1999-09-20T18:11:53.650Z,"33 km SE of Puli, Taiwan",23.746,121.189,6.1,Taiwan,Eastern Asia,Asia
1999-09-20T18:03:44.290Z,"54 km SW of Hualien City, Taiwan",23.57,121.299,6.3,Taiwan,Eastern Asia,Asia
1999-09-20T17:57:16.090Z,"31 km SE of Puli, Taiwan",23.785,121.202,6.1,Taiwan,Eastern Asia,Asia
1999-09-20T17:47:18.490Z,"21 km S of Puli, Taiwan",23.772,120.982,7.7,Taiwan,Eastern Asia,Asia
1999-09-20T09:32:42.710Z,Kuril Islands,46.334,153.463,5.5,Russia,Eastern Europe,Europe
1999-09-19T03:18:54.570Z,"116 km S of Kavieng, Papua New Guinea",-3.624,150.875,5.9,Papua New Guinea,Melanesia,Oceania
1999-09-19T00:27:23.060Z,Kuril Islands,46.419,153.377,5.8,Russia,Eastern Europe,Europe
1999-09-18T23:51:30.480Z,"20 km SSW of Isangel, Vanuatu",-19.713,169.205,5.9,Vanuatu,Melanesia,Oceania
1999-09-18T21:28:33.170Z,"80 km ESE of Ozernovskiy, Russia",51.207,157.556,6,Russia,Eastern Europe,Europe
1999-09-18T06:50:58.120Z,"13 km NNW of Finschhafen, Papua New Guinea",-6.443,147.799,5.6,Papua New Guinea,Melanesia,Oceania
1999-09-18T04:01:04.400Z,Central East Pacific Rise,-4.422,-104.444,5.6,Ecuador,Southern America,South America
1999-09-17T23:48:11.200Z,"13 km SSW of Leava, Wallis and Futuna",-14.408,-178.21,5.5,Wallis and Futuna,Polynesia,Oceania
1999-09-17T14:54:48.720Z,"35 km WNW of Sola, Vanuatu",-13.79,167.238,6.3,Vanuatu,Melanesia,Oceania
1999-09-15T03:01:24.340Z,"70 km SW of Uyuni, Bolivia",-20.934,-67.275,6.4,Bolivia,Southern America,South America
1999-09-14T22:17:24.430Z,"52 km ESE of Saipan, Northern Mariana Islands",15.09,146.223,5.5,Northern Mariana Islands,Micronesia,Oceania
1999-09-14T04:01:25.900Z,South Sandwich Islands region,-55.989,-27.809,5.5,South Georgia and the South Sandwich Islands,Southern America,South America
1999-09-13T11:55:28.180Z,"4 km SE of Köseköy, Turkey",40.709,30.045,5.9,Turkey,Western Asia,Asia
1999-09-13T04:43:19.420Z,"184 km SW of Kavieng, Papua New Guinea",-3.636,149.515,5.6,Papua New Guinea,Melanesia,Oceania
1999-09-12T03:03:18.500Z,"Bonin Islands, Japan region",28.97,142.053,5.9,Japan,Eastern Asia,Asia
1999-09-10T19:37:44.810Z,South of the Kermadec Islands,-32.831,-178.27,6,New Zealand,Australia and New Zealand,Oceania
1999-09-10T08:45:23.160Z,"205 km ENE of Kuril’sk, Russia",46.024,150.26,5.8,Japan,Eastern Asia,Asia
1999-09-09T14:02:01.590Z,Kuril Islands,47.506,154.334,5.5,Russia,Eastern Europe,Europe
1999-09-08T00:29:00.800Z,"44 km SE of Malim, Philippines",7.138,123.678,5.5,Philippines,South-eastern Asia,Asia
1999-09-07T17:50:00.120Z,Pacific-Antarctic Ridge,-63.289,-166.566,5.5,New Zealand,Australia and New Zealand,Oceania
1999-09-07T11:56:49.380Z,"5 km WNW of Fylí, Greece",38.119,23.605,6,Greece,Southern Europe,Europe
1999-08-29T00:46:13.460Z,Carlsberg Ridge,3.103,65.855,6,Maldives,Southern Asia,Asia
1999-08-28T12:40:06.190Z,"43 km SE of Tena, Ecuador",-1.287,-77.549,6.3,Ecuador,Southern America,South America
1999-08-28T03:26:24.910Z,Mid-Indian Ridge,-27.801,73.857,5.6,Mauritius,Eastern Africa,Africa
1999-08-26T21:38:11.900Z,"56 km N of Namuac, Philippines",19.119,121.152,5.7,Philippines,South-eastern Asia,Asia
1999-08-26T08:02:17.060Z,"183 km ENE of Angoram, Papua New Guinea",-3.472,145.611,5.8,Papua New Guinea,Melanesia,Oceania
1999-08-26T07:39:28.920Z,"186 km ENE of Angoram, Papua New Guinea",-3.522,145.657,6.2,Papua New Guinea,Melanesia,Oceania
1999-08-26T01:24:58.627Z,"68 km NNW of Karluk, Alaska",58.151,-154.8376,5.5,United States,Northern America,North America
1999-08-26T01:24:42.600Z,"39 km N of Santa Monica, Philippines",10.376,126.006,5.9,Philippines,South-eastern Asia,Asia
1999-08-25T07:06:22.030Z,"63 km NNE of Isangel, Vanuatu",-19.059,169.612,5.7,Vanuatu,Melanesia,Oceania
1999-08-22T12:40:45.960Z,"66 km E of Lakatoro, Vanuatu",-16.117,168.039,6.6,Vanuatu,Melanesia,Oceania
1999-08-22T09:35:39.470Z,"132 km WSW of Corral, Chile",-40.509,-74.756,6.4,Chile,Southern America,South America
1999-08-21T21:51:11.470Z,East of the South Sandwich Islands,-58.311,-13.196,6.2,"Saint Helena, Ascension and Tristan da Cunha",Western Africa,Africa
1999-08-21T10:49:51.000Z,"45 km W of Ciudad Cortés, Costa Rica",8.918,-83.938,5.8,Costa Rica,Central America,North America
1999-08-21T02:58:05.320Z,"89 km SE of Pangai, Tonga",-20.389,-173.757,5.7,Tonga,Polynesia,Oceania
1999-08-20T20:33:10.880Z,"22 km SE of Kainan, Japan",34.024,135.405,5.7,Japan,Eastern Asia,Asia
1999-08-20T10:02:21.100Z,"42 km S of Quepos, Costa Rica",9.044,-84.159,6.9,Costa Rica,Central America,North America
1999-08-18T01:16:48.460Z,"74 km N of Opotiki, New Zealand",-37.341,177.333,5.7,New Zealand,Australia and New Zealand,Oceania
1999-08-17T00:01:39.130Z,"4 km ESE of Derince, Turkey",40.748,29.864,7.6,Turkey,Western Asia,Asia
1999-08-15T19:50:12.200Z,"119 km SSE of Kokopo, Papua New Guinea",-5.396,152.529,5.9,Papua New Guinea,Melanesia,Oceania
1999-08-14T00:16:52.290Z,"79 km SW of Bandar Lampung, Indonesia",-5.885,104.711,6.4,Indonesia,South-eastern Asia,Asia
1999-08-13T10:12:20.430Z,"96 km SSW of Luwuk, Indonesia",-1.776,122.492,5.6,Indonesia,South-eastern Asia,Asia
1999-08-13T07:56:40.320Z,"109 km SSW of Nikolski, Alaska",52.037,-169.502,5.8,United States,Northern America,North America
1999-08-13T03:00:29.140Z,"103 km SSW of Nikolski, Alaska",52.094,-169.488,5.5,United States,Northern America,North America
1999-08-12T16:43:46.100Z,"160 km SSW of Sofifi, Indonesia",-0.688,127.273,5.6,Indonesia,South-eastern Asia,Asia
1999-08-12T07:27:13.910Z,"294 km W of Puerto Chacabuco, Chile",-45.622,-76.578,5.5,Chile,Southern America,South America
1999-08-12T05:44:59.590Z,"92 km SSW of Luwuk, Indonesia",-1.716,122.456,6.2,Indonesia,South-eastern Asia,Asia
1999-08-12T00:25:06.760Z,"291 km WNW of Pangai, Tonga",-18.721,-176.882,5.5,Tonga,Polynesia,Oceania
1999-08-11T04:27:55.350Z,"10 km NNW of Páno Polemídia, Cyprus",34.791,32.939,5.6,Cyprus,Western Asia,Asia
1999-08-10T14:55:42.470Z,"23 km ESE of Quepos, Costa Rica",9.346,-83.967,5.6,Costa Rica,Central America,North America
1999-08-10T12:21:19.710Z,"234 km ESE of Tadine, New Caledonia",-22.147,170.052,5.5,New Caledonia,Melanesia,Oceania
1999-08-09T22:58:45.390Z,"Rat Islands, Aleutian Islands, Alaska",51.229,178.062,5.5,Russia,Eastern Europe,Europe
1999-08-08T15:15:34.210Z,Pacific-Antarctic Ridge,-56.435,-143.024,5.6,Pitcairn,Polynesia,Oceania
1999-08-07T06:17:28.850Z,"88 km W of Haveluloto, Tonga",-21.086,-176.059,5.6,Tonga,Polynesia,Oceania
1999-08-06T00:32:41.720Z,"83 km S of Severo-Kuril’sk, Russia",49.933,156.261,5.9,Russia,Eastern Europe,Europe
1999-08-03T15:58:57.600Z,"56 km ENE of Zaruma, Ecuador",-3.453,-79.162,5.9,Ecuador,Southern America,South America
1999-08-02T09:47:12.060Z,"152 km NNW of Sola, Vanuatu",-12.55,167.175,5.7,Vanuatu,Melanesia,Oceania
1999-08-02T01:06:37.790Z,"46 km ESE of Los Andes, Chile",-33.023,-70.153,5.5,Chile,Southern America,South America
1999-08-01T16:06:22.000Z,"37 km SSE of Goldfield, Nevada",37.39,-117.08,5.7,United States,Northern America,North America
1999-08-01T12:47:50.160Z,"46 km SSE of Adak, Alaska",51.52,-176.273,5.9,United States,Northern America,North America
1999-08-01T08:39:04.900Z,"Kermadec Islands, New Zealand",-30.367,-177.832,6.5,Tonga,Polynesia,Oceania
1999-07-31T07:11:35.260Z,South of Panama,5.201,-82.579,5.5,Panama,Central America,North America
1999-07-28T13:17:12.470Z,"16 km NW of Barkhan, Pakistan",29.999,69.397,5.5,Pakistan,Southern Asia,Asia
1999-07-28T10:08:20.600Z,"Kermadec Islands, New Zealand",-30.285,-178.014,6.3,Tonga,Polynesia,Oceania
1999-07-28T00:16:57.510Z,Kermadec Islands region,-28.69,-177.523,6.1,Tonga,Polynesia,Oceania
1999-07-27T23:30:20.000Z,"97 km NNE of Hihifo, Tonga",-15.201,-173.324,5.5,Tonga,Polynesia,Oceania
1999-07-26T21:18:34.630Z,"57 km SSW of Kavieng, Papua New Guinea",-3.046,150.572,5.5,Papua New Guinea,Melanesia,Oceania
1999-07-26T18:48:34.540Z,"55 km SW of Kavieng, Papua New Guinea",-2.979,150.494,5.6,Papua New Guinea,Melanesia,Oceania
1999-07-26T02:45:47.450Z,"26 km ENE of Misawa, Japan",40.78,141.675,5.7,Japan,Eastern Asia,Asia
1999-07-26T01:33:20.200Z,"96 km SSW of Kokopo, Papua New Guinea",-5.151,151.942,6.2,Papua New Guinea,Melanesia,Oceania
1999-07-21T13:46:29.780Z,"68 km S of Lhokseumawe, Indonesia",4.567,97.211,5.6,Indonesia,South-eastern Asia,Asia
1999-07-21T03:10:44.450Z,"294 km E of Levuka, Fiji",-18.289,-177.906,5.7,Tonga,Polynesia,Oceania
1999-07-20T00:53:24.680Z,"Bonin Islands, Japan region",26.904,141.455,5.6,Japan,Eastern Asia,Asia
1999-07-19T16:45:03.010Z,South of the Kermadec Islands,-33.58,-176.705,5.5,New Zealand,Australia and New Zealand,Oceania
1999-07-19T05:00:52.690Z,"57 km SW of Ruteng, Indonesia",-9.03,120.159,5.5,Indonesia,South-eastern Asia,Asia
1999-07-19T02:17:03.660Z,Kermadec Islands region,-28.629,-177.608,6.5,Tonga,Polynesia,Oceania
1999-07-18T10:34:03.220Z,South of the Fiji Islands,-22.546,179.412,6,Fiji,Melanesia,Oceania
1999-07-15T14:26:25.760Z,"56 km SSW of Port-Vila, Vanuatu",-18.23,168.178,5.5,Vanuatu,Melanesia,Oceania
1999-07-13T13:02:30.600Z,"34 km SW of Pasaco, Guatemala",13.749,-90.42,5.6,Guatemala,Central America,North America
1999-07-13T12:26:42.260Z,Southeast of Easter Island,-35.487,-104.074,5.6,Chile,Southern America,South America
1999-07-12T05:57:59.020Z,"110 km SSE of Pondaguitan, Philippines",5.513,126.709,5.7,Philippines,South-eastern Asia,Asia
1999-07-12T03:42:16.960Z,"21 km NNW of Barkhan, Pakistan",30.069,69.419,5.7,Pakistan,Southern Asia,Asia
1999-07-11T14:14:16.530Z,"16 km N of Potrerillos, Honduras",15.782,-88.33,6.7,Honduras,Central America,North America
1999-07-09T18:16:20.930Z,Fiji region,-20.095,-178.16,5.6,Tonga,Polynesia,Oceania
1999-07-09T05:04:42.680Z,"63 km WSW of Panguna, Papua New Guinea",-6.514,154.944,6.3,Papua New Guinea,Melanesia,Oceania
1999-07-09T01:20:56.990Z,"48 km N of Taltal, Chile",-24.967,-70.504,5.6,Chile,Southern America,South America
1999-07-08T11:04:49.990Z,"Kermadec Islands, New Zealand",-30.247,-178.131,5.7,Tonga,Polynesia,Oceania
1999-07-07T18:52:57.020Z,"165 km SSW of Severo-Kuril’sk, Russia",49.233,155.559,6.1,Russia,Eastern Europe,Europe
1999-07-03T05:30:10.090Z,"Bonin Islands, Japan region",26.323,140.482,6.1,Japan,Eastern Asia,Asia
1999-07-03T05:03:43.520Z,"135 km E of Ust’-Kamchatsk Staryy, Russia",56.076,164.639,5.5,Russia,Eastern Europe,Europe
1999-07-03T01:43:54.370Z,"8 km N of Satsop, Washington",47.074,-123.4636667,5.8,United States,Northern America,North America
1999-07-02T11:45:31.290Z,"203 km SW of Port McNeill, Canada",49.371,-129.204,6,Canada,Northern America,North America
1999-07-01T02:08:02.010Z,"256 km WSW of Olonkinbyen, Svalbard and Jan Mayen",70.28,-15.351,5.7,Iceland,Northern Europe,Europe
1999-07-01T02:06:58.360Z,"245 km WSW of Olonkinbyen, Svalbard and Jan Mayen",70.386,-15.152,5.5,Iceland,Northern Europe,Europe
1999-06-29T23:18:05.560Z,"17 km WSW of Ashk?sham, Afghanistan",36.622,71.353,5.7,Afghanistan,Southern Asia,Asia
1999-06-29T05:50:08.920Z,"66 km S of Kokoda, Papua New Guinea",-9.468,147.854,5.6,Papua New Guinea,Melanesia,Oceania
1999-06-26T22:05:28.930Z,"264 km E of Levuka, Fiji",-17.956,-178.187,6,Wallis and Futuna,Polynesia,Oceania
1999-06-26T21:54:10.940Z,"23 km NNW of Barkhan, Pakistan",30.098,69.444,5.6,Pakistan,Southern Asia,Asia
1999-06-25T11:12:29.200Z,"202 km SSE of Sarangani, Philippines",3.802,126.347,5.6,Indonesia,South-eastern Asia,Asia
1999-06-23T19:37:22.890Z,"Maug Islands region, Northern Mariana Islands",19.279,145.575,5.6,Northern Mariana Islands,Micronesia,Oceania
1999-06-22T18:48:17.660Z,South Sandwich Islands region,-56.274,-27.638,5.5,South Georgia and the South Sandwich Islands,Southern America,South America
1999-06-22T00:47:42.900Z,"181 km NE of Tual, Indonesia",-4.508,133.947,5.7,Indonesia,South-eastern Asia,Asia
1999-06-21T17:43:04.520Z,"20 km E of Coahuayutla de Guerrero, Mexico",18.324,-101.539,6.3,Mexico,Central America,North America
1999-06-21T17:37:27.180Z,"54 km SSW of Jurm, Afghanistan",36.388,70.707,5.5,Afghanistan,Southern Asia,Asia
1999-06-21T04:35:46.830Z,"190 km SSE of Fais, Micronesia",8.228,141.301,5.6,Micronesia (Federated States of),Micronesia,Oceania
1999-06-19T09:03:09.150Z,"122 km E of Madang, Papua New Guinea",-5.414,146.879,5.7,Papua New Guinea,Melanesia,Oceania
1999-06-18T10:55:25.750Z,"106 km SSE of Pondaguitan, Philippines",5.514,126.639,6.4,Philippines,South-eastern Asia,Asia
1999-06-16T19:32:32.870Z,"189 km S of Mata-Utu, Wallis and Futuna",-14.965,-175.854,5.9,Wallis and Futuna,Polynesia,Oceania
1999-06-16T18:35:59.220Z,"128 km SSE of Hihifo, Tonga",-17.037,-173.362,5.8,Tonga,Polynesia,Oceania
1999-06-15T20:42:05.930Z,"1 km SE of Texcala, Mexico",18.386,-97.436,7,Mexico,Central America,North America
1999-06-09T04:05:44.540Z,South Atlantic Ocean,-53.039,-46.839,5.8,South Georgia and the South Sandwich Islands,Southern America,South America
1999-06-09T01:05:32.210Z,"3 km E of Aurora, Philippines",8.592,125.868,5.5,Philippines,South-eastern Asia,Asia
1999-06-09T00:02:04.910Z,"83 km SSE of Neiafu, Tonga",-19.281,-173.557,5.6,Tonga,Polynesia,Oceania
1999-06-08T12:04:00.620Z,"67 km ENE of La Trinité, Martinique",15.04,-60.421,5.8,Martinique,Caribbean,North America
1999-06-07T16:35:46.700Z,Greenland Sea,73.077,5.453,5.5,Norway,Northern Europe,Europe
1999-06-07T16:10:33.630Z,Greenland Sea,73.017,5.187,5.5,Norway,Northern Europe,Europe
1999-06-07T07:45:49.050Z,"1 km ESE of Aurora, Philippines",8.586,125.854,5.7,Philippines,South-eastern Asia,Asia
1999-06-06T07:08:05.860Z,"6 km ESE of Puerto San José, Guatemala",13.897,-90.768,6.3,Guatemala,Central America,North America
1999-06-04T04:25:57.150Z,"116 km ESE of Akutan, Alaska",53.859,-164.064,5.8,United States,Northern America,North America
1999-06-02T00:23:19.470Z,"71 km SE of Gorontalo, Indonesia",0.053,123.484,5.7,Indonesia,South-eastern Asia,Asia
1999-05-27T08:09:11.060Z,"43 km ESE of Yakutat, Alaska",59.3663,-139.0378,5.6,Canada,Northern America,North America
1999-05-25T17:15:21.900Z,"42 km SW of Paphos, Cyprus",34.478,32.131,5.6,Cyprus,Western Asia,Asia
1999-05-25T16:42:05.350Z,"31 km SE of Londres, Argentina",-27.931,-66.934,5.8,Argentina,Southern America,South America
1999-05-25T16:00:25.670Z,Off the west coast of northern Sumatra,3.689,90.144,5.6,Indonesia,South-eastern Asia,Asia
1999-05-25T07:34:40.720Z,"53 km NNE of Isangel, Vanuatu",-19.078,169.438,5.6,Vanuatu,Melanesia,Oceania
1999-05-22T22:56:24.760Z,"144 km SSE of Kokopo, Papua New Guinea",-5.601,152.618,5.7,Papua New Guinea,Melanesia,Oceania
1999-05-22T10:08:53.710Z,"145 km SSE of Isangel, Vanuatu",-20.731,169.881,6.1,Vanuatu,Melanesia,Oceania
1999-05-21T03:12:17.680Z,South Sandwich Islands region,-60.788,-24.952,5.7,South Georgia and the South Sandwich Islands,Southern America,South America
1999-05-18T20:20:16.060Z,North of Severnaya Zemlya,85.632,86.146,5.5,Russia,Eastern Europe,Europe
1999-05-18T19:52:59.940Z,"74 km SSW of Palimbang, Philippines",5.625,123.855,5.9,Philippines,South-eastern Asia,Asia
1999-05-18T09:19:34.060Z,"54 km S of Otorohanga, New Zealand",-38.674,175.26,5.8,New Zealand,Australia and New Zealand,Oceania
1999-05-18T06:16:10.450Z,"93 km SE of Kokopo, Papua New Guinea",-5.03,152.764,5.8,Papua New Guinea,Melanesia,Oceania
1999-05-18T04:19:53.340Z,"125 km NE of Finschhafen, Papua New Guinea",-5.65,148.533,6.1,Papua New Guinea,Melanesia,Oceania
1999-05-17T17:04:20.620Z,"82 km SSE of Kokopo, Papua New Guinea",-5.039,152.537,5.6,Papua New Guinea,Melanesia,Oceania
1999-05-17T10:07:56.450Z,"113 km SE of Kokopo, Papua New Guinea",-5.165,152.877,6.6,Papua New Guinea,Melanesia,Oceania
1999-05-17T09:06:39.830Z,"New Britain region, Papua New Guinea",-5.195,152.73,5.5,Papua New Guinea,Melanesia,Oceania
1999-05-16T15:25:53.810Z,"268 km W of Abepura, Indonesia",-2.642,138.217,6.4,Indonesia,South-eastern Asia,Asia
1999-05-16T00:51:20.460Z,"51 km SSE of Kokopo, Papua New Guinea",-4.751,152.486,7.1,Papua New Guinea,Melanesia,Oceania
1999-05-15T13:22:10.660Z,"9 km WSW of Aspen Springs, California",37.5296667,-118.8171667,5.5,United States,Northern America,North America
1999-05-14T20:36:38.270Z,"90 km ENE of Amahai, Indonesia",-3.068,129.686,5.5,Indonesia,South-eastern Asia,Asia
1999-05-13T13:54:39.780Z,"132 km NE of Poso, Indonesia",-0.418,121.441,5.5,Indonesia,South-eastern Asia,Asia
1999-05-12T17:59:22.400Z,"44 km W of Kushiro, Japan",43.032,143.835,6.2,Japan,Eastern Asia,Asia
1999-05-11T16:05:10.940Z,Southern East Pacific Rise,-36.31,-110.395,5.7,Chile,Southern America,South America
1999-05-11T15:56:10.060Z,Southern East Pacific Rise,-36.368,-110.588,5.6,Chile,Southern America,South America
1999-05-11T01:00:40.920Z,Southern East Pacific Rise,-36.102,-110.64,6,Chile,Southern America,South America
1999-05-10T20:33:02.090Z,"92 km ENE of Kimbe, Papua New Guinea",-5.159,150.88,7.1,Papua New Guinea,Melanesia,Oceania
1999-05-10T11:55:24.720Z,"116 km SSE of Lata, Solomon Islands",-11.658,166.289,5.7,Solomon Islands,Melanesia,Oceania
1999-05-09T18:56:04.770Z,Mid-Indian Ridge,-42.455,83.828,5.7,French Southern Territories,Eastern Africa,Africa
1999-05-08T22:12:45.510Z,"9 km SSW of Champerico, Guatemala",14.214,-91.945,6.1,Guatemala,Central America,North America
1999-05-08T19:48:30.430Z,Vanuatu region,-21.486,173.44,5.7,Vanuatu,Melanesia,Oceania
1999-05-08T19:44:35.950Z,"295 km E of Kuril’sk, Russia",45.449,151.63,5.9,Japan,Eastern Asia,Asia
1999-05-07T14:13:51.470Z,"129 km SSE of Old Harbor, Alaska",56.1745,-152.3248,6.2,United States,Northern America,North America
1999-05-07T14:07:28.740Z,"47 km ENE of Chala, Tanzania",-7.491,31.683,5.6,Tanzania,Eastern Africa,Africa
1999-05-06T23:00:53.120Z,"25 km ESE of K?zer?n, Iran",29.501,51.88,6.2,Iran,Southern Asia,Asia
1999-05-06T13:21:32.300Z,South of the Kermadec Islands,-34.019,-178.97,5.5,New Zealand,Australia and New Zealand,Oceania
1999-05-05T22:41:30.170Z,"197 km SW of Manuel Ávila Camacho (Ponte Duro), Mexico",14.364,-94.673,6.1,Mexico,Central America,North America
1999-05-05T10:30:03.510Z,"30 km ESE of Port Graham, Alaska",59.2335,-151.343,5.7,United States,Northern America,North America
1999-05-02T16:13:50.580Z,Reykjanes Ridge,56.794,-34.268,5.6,Greenland,Northern America,North America
1999-04-30T19:28:48.930Z,"48 km W of Illapel, Chile",-31.646,-71.681,5.6,Chile,Southern America,South America
1999-04-29T18:26:37.720Z,Southeast of Easter Island,-35.781,-102.9,5.8,Chile,Southern America,South America
1999-04-29T07:46:08.610Z,"162 km SSE of Koshima, Japan",28.867,131.148,5.9,Japan,Eastern Asia,Asia
1999-04-26T18:17:26.220Z,"21 km ENE of Palora, Ecuador",-1.648,-77.783,6,Ecuador,Southern America,South America
1999-04-23T18:56:26.950Z,"45 km ESE of Inarajan Village, Guam",13.123,145.142,5.7,Guam,Micronesia,Oceania
1999-04-22T22:19:36.970Z,"10 km WNW of Welkom, South Africa",-27.953,26.635,5.7,South Africa,Southern Africa,Africa
1999-04-21T11:08:28.560Z,"Kermadec Islands, New Zealand",-29.679,-178.474,5.6,Tonga,Polynesia,Oceania
1999-04-20T19:04:08.320Z,Kermadec Islands region,-31.888,-179.04,6.5,Tonga,Polynesia,Oceania
1999-04-19T10:14:39.620Z,"Loyalty Islands, New Caledonia",-20.458,168.81,5.5,Vanuatu,Melanesia,Oceania
1999-04-17T05:11:45.450Z,South of the Fiji Islands,-26.896,-176.383,5.5,Tonga,Polynesia,Oceania
1999-04-17T00:56:25.120Z,"5 km N of P?hala, Hawaii",19.2538333,-155.4875,5.6,United States,Northern America,North America
1999-04-15T13:54:43.820Z,"41 km N of Lae, Papua New Guinea",-6.346,146.976,5.8,Papua New Guinea,Melanesia,Oceania
1999-04-13T10:38:48.400Z,"132 km WSW of Haveluloto, Tonga",-21.422,-176.46,6.8,Tonga,Polynesia,Oceania
1999-04-12T09:41:16.370Z,"92 km SW of Isangel, Vanuatu",-20.036,168.575,5.9,Vanuatu,Melanesia,Oceania
1999-04-11T16:50:39.160Z,"94 km NE of Finschhafen, Papua New Guinea",-6,148.495,6,Papua New Guinea,Melanesia,Oceania
1999-04-09T12:16:01.890Z,South of the Fiji Islands,-26.354,178.221,6.2,Fiji,Melanesia,Oceania
1999-04-09T08:16:34.180Z,Southeast Indian Ridge,-42.056,84.269,5.6,French Southern Territories,Eastern Africa,Africa
1999-04-08T13:10:34.080Z,"57 km ENE of Wangqing, China",43.607,130.35,7.1,China,Eastern Asia,Asia
1999-04-08T11:30:15.730Z,"78 km SSW of Gorontalo, Indonesia",-0.155,122.909,5.5,Indonesia,South-eastern Asia,Asia
1999-04-06T11:26:21.400Z,"34 km N of Lae, Papua New Guinea",-6.42,146.946,5.5,Papua New Guinea,Melanesia,Oceania
1999-04-06T08:22:14.270Z,"21 km N of Lae, Papua New Guinea",-6.527,147.007,6.4,Papua New Guinea,Melanesia,Oceania
1999-04-06T04:51:05.750Z,Northern Mid-Atlantic Ridge,24.451,-46.374,5.9,Guadeloupe,Caribbean,North America
1999-04-05T22:32:56.510Z,"29 km WNW of Imph?l, India",24.908,93.678,5.6,India,Southern Asia,Asia
1999-04-05T11:08:04.000Z,"63 km W of Kimbe, Papua New Guinea",-5.591,149.568,7.4,Papua New Guinea,Melanesia,Oceania
1999-04-03T10:10:30.700Z,"13 km S of Amapala, Honduras",13.173,-87.634,6,Honduras,Central America,North America
1999-04-03T06:17:18.360Z,"6 km SE of Camaná, Peru",-16.66,-72.662,6.8,Peru,Southern America,South America
1999-04-03T00:31:38.380Z,South Sandwich Islands region,-57.679,-27.078,5.5,South Georgia and the South Sandwich Islands,Southern America,South America
1999-04-02T17:05:47.110Z,"120 km WSW of Isangel, Vanuatu",-19.899,168.193,6.2,Vanuatu,Melanesia,Oceania
1999-04-01T21:36:21.170Z,"48 km E of Kokopo, Papua New Guinea",-4.357,152.707,6.2,Papua New Guinea,Melanesia,Oceania
1999-03-31T05:54:42.130Z,"245 km S of Punta de Burica, Panama",5.827,-82.616,6.3,Panama,Central America,North America
1999-03-30T09:59:07.980Z,"68 km NNW of Carora, Venezuela",10.696,-70.418,5.8,Venezuela,Southern America,South America
1999-03-29T06:17:58.470Z,South Indian Ocean,-3.996,87.284,5.8,Indonesia,South-eastern Asia,Asia
1999-03-29T01:43:35.870Z,"68 km WSW of Kirakira, Solomon Islands",-10.688,161.338,5.6,Solomon Islands,Melanesia,Oceania
1999-03-28T21:33:44.090Z,North of Severnaya Zemlya,85.644,86.259,5.8,Russia,Eastern Europe,Europe
1999-03-28T19:05:11.030Z,"9 km NNW of P?palkoti, India",30.512,79.403,6.6,India,Southern Asia,Asia
1999-03-27T21:02:46.270Z,Pacific-Antarctic Ridge,-56.799,-141.051,5.8,Pitcairn,Polynesia,Oceania
1999-03-27T12:44:17.350Z,"244 km NW of Tual, Indonesia",-3.857,131.43,5.6,Indonesia,South-eastern Asia,Asia
1999-03-27T11:13:34.120Z,"35 km WNW of San Martín de los Andes, Argentina",-40.045,-71.747,5.5,Argentina,Southern America,South America
1999-03-27T08:03:45.090Z,"162 km S of Dampit, Indonesia",-9.682,112.79,5.6,Indonesia,South-eastern Asia,Asia
1999-03-24T20:32:59.020Z,"159 km NNW of Pototano, Indonesia",-7.028,117.089,5.5,Indonesia,South-eastern Asia,Asia
1999-03-23T20:15:28.570Z,"174 km NW of Naze, Japan",29.57,128.333,5.6,Japan,Eastern Asia,Asia
1999-03-23T11:23:44.320Z,Fiji region,-20.912,-178.731,5.6,Tonga,Polynesia,Oceania
